"Gene.Symbol","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102","first","second","third"
"GGCX",37.5,59.6,37.9,47.1,60.3,"GGCX",NA,NA
"GPD1",6.4,2.5,6.8,6.4,4.5,"GPD1",NA,NA
"DLX5",19.4,60.1,7.1,19.2,13.7,"DLX5",NA,NA
"MLX",156.3,147.2,145.9,146,188.2,"MLX",NA,NA
"BHLHB9",66.5,43.9,44.3,15.9,35.2,"BHLHB9",NA,NA
"CALM1",133.6,80.9,102.8,140.2,111.3,"CALM1",NA,NA
"KRT81",9.5,13,35,5.6,4.5,"KRT81",NA,NA
"ELOVL2",7.5,6,2.9,4.6,20.7,"ELOVL2",NA,NA
"GLB1L2",136.2,401.9,394.6,82.2,268.3,"GLB1L2",NA,NA
"CACNB2",53.4,234.7,431.6,197.3,295.2,"CACNB2",NA,NA
"KANK3",55.2,41,12.6,34,59.3,"KANK3",NA,NA
"SECTM1",116.1,57.2,68.2,52.5,74.7,"SECTM1",NA,NA
"LDB3",13.2,12,46,7.1,36.3,"LDB3",NA,NA
"RBM14-RBM4 /// RBM4",6.7,42.2,34,6.3,18.3,"RBM14-RBM4","RBM4",NA
"SMARCA4",1.4,2.7,10.7,1.6,2.1,"SMARCA4",NA,NA
"SMARCA4",91.5,139.5,200.3,96,124.4,"SMARCA4",NA,NA
"SOX2",5.5,3.7,6.5,11.2,3.6,"SOX2",NA,NA
"SOX2",8.3,7,2.8,2.1,2.1,"SOX2",NA,NA
"IDUA",5.9,8.2,6.2,12,5.2,"IDUA",NA,NA
"PDK2",18.3,43.9,54.4,12.9,26.7,"PDK2",NA,NA
"XYLT1",84.9,143.9,204.7,304.9,256.6,"XYLT1",NA,NA
"TUBB4B",1044.7,1261.2,969.4,1081.3,1297.3,"TUBB4B",NA,NA
"MPPE1",182.3,119.6,163.1,147.2,132,"MPPE1",NA,NA
"LAMP1",7.8,39,39.9,40.7,25.8,"LAMP1",NA,NA
"PRPF40A",208.3,227.5,275.1,228,214.6,"PRPF40A",NA,NA
"TCF3",115.5,127,119.9,154.6,112.9,"TCF3",NA,NA
"TCF3",8.8,8.5,6.4,7.4,7.5,"TCF3",NA,NA
"TCF3",25.3,2.1,17.6,14.8,14,"TCF3",NA,NA
"MYO1F",56,24.1,86.7,77.1,114.8,"MYO1F",NA,NA
"RFC5",62,73.8,37.6,69.6,105.8,"RFC5",NA,NA
"COX5B",621.7,745.7,687.3,707.3,912.7,"COX5B",NA,NA
"COX5B",7.2,8.8,17.7,5.4,16.9,"COX5B",NA,NA
"GOLGA8N",412.6,374.9,531.2,424.4,452.9,"GOLGA8N",NA,NA
"ATP5A1",1088.7,1158.8,1106.4,1124.1,1360.8,"ATP5A1",NA,NA
"LOC103344931",27.3,5.7,28.3,33.7,44.3,"LOC103344931",NA,NA
"TMEM262",5.3,7.5,7.7,7.4,5,"TMEM262",NA,NA
"KPNA1",49.6,108.1,59,79.5,87.3,"KPNA1",NA,NA
"SRSF11",81.9,46.7,26.4,68.1,41.9,"SRSF11",NA,NA
"CCNT2",79.5,70.6,49.6,106.8,85.1,"CCNT2",NA,NA
"ATRNL1",54.2,41.8,29.2,90,63.2,"ATRNL1",NA,NA
"ATRNL1",33.5,40.8,22.8,52,99.6,"ATRNL1",NA,NA
"FLNA",2238,3251.1,3939.7,3561.9,4234.5,"FLNA",NA,NA
NA,13.2,41.8,31.4,29.4,5.8,NA,NA,NA
"TRIM66",68.9,52.1,32.5,70.8,58.7,"TRIM66",NA,NA
"MASP1",6.2,56.5,42.7,17,30.6,"MASP1",NA,NA
"RSL1D1",74.7,88.8,52.6,116.4,86.9,"RSL1D1",NA,NA
"PPP1R37",17.1,6.4,33.2,30.1,11.1,"PPP1R37",NA,NA
"KAZN",29.4,58.1,37,10,24.7,"KAZN",NA,NA
"EIF5A",181,232.3,63.8,228,114.9,"EIF5A",NA,NA
"PAIP1",112,119.9,77.3,114.5,113.8,"PAIP1",NA,NA
NA,6.1,5.9,5.6,8.2,2.3,NA,NA,NA
"HSF1",55.7,76.4,87,71.4,63.4,"HSF1",NA,NA
NA,120.5,216.8,237.8,105.4,113.5,NA,NA,NA
"COX4I1",35,38.9,5.7,7.9,9.6,"COX4I1",NA,NA
"ARL4C",8.2,6.2,3.7,11.8,1.8,"ARL4C",NA,NA
"ZNF330",72.8,67.2,87.6,69.4,81,"ZNF330",NA,NA
"MDM1",74.1,25.9,47,113.5,93.9,"MDM1",NA,NA
"LOC101928747 /// RBMX /// SNORD61",518.4,584.2,490.7,408.2,441.2,"LOC101928747","RBMX","SNORD61"
"HIPK2",99.4,9.6,66.2,104.7,74.5,"HIPK2",NA,NA
"MFAP5",398.1,408.3,1279.6,1183.8,1646.4,"MFAP5",NA,NA
"MFAP5",355.5,1316.9,3006.9,907.9,1217.4,"MFAP5",NA,NA
"GNA11",211.4,170.3,235,225.6,215.4,"GNA11",NA,NA
"KSR1",46.4,36.2,23.4,34.2,31.6,"KSR1",NA,NA
"ASCL1",15.4,30.5,70.6,16.7,14.7,"ASCL1",NA,NA
"KSR1",5.8,12.9,6.6,6.1,6.2,"KSR1",NA,NA
"KSR1",12.7,11.9,25.5,9.6,19.1,"KSR1",NA,NA
"IRF2BP1",93.9,143.9,48.2,88.6,113.8,"IRF2BP1",NA,NA
"GGA2",20.1,21.8,43.5,25,24.6,"GGA2",NA,NA
"NSUN5",217.2,337.3,289.6,220.8,220,"NSUN5",NA,NA
"PPP1R2",2.5,5.6,7.3,8.1,3.4,"PPP1R2",NA,NA
"ZNF638 /// ZNF638-IT1",330.7,422.7,368.4,438.7,416.1,"ZNF638","ZNF638-IT1",NA
"LOC157562",18,26.7,26.9,14.7,43.5,"LOC157562",NA,NA
NA,8,22.6,4.4,1.4,4.2,NA,NA,NA
"ZNF276",75.5,79.5,68.9,51.6,52.1,"ZNF276",NA,NA
"EMID1",30.3,72.8,66.9,43.7,21.6,"EMID1",NA,NA
"TCHH",7.6,4.1,6.7,4.5,21,"TCHH",NA,NA
"PPP1R37",5,2.8,4.3,8.1,4.5,"PPP1R37",NA,NA
"MYOZ2",14.6,15.4,31.5,17.7,6.9,"MYOZ2",NA,NA
"MFNG",14.7,10.9,5.8,8,26.8,"MFNG",NA,NA
"IFT27",116.5,87.1,115.6,130.7,112.3,"IFT27",NA,NA
"IPO9",56.2,26.5,22.4,70.7,37.7,"IPO9",NA,NA
"TAX1BP1",46.9,38.5,36.8,62.7,56.4,"TAX1BP1",NA,NA
"EBP",58.2,103.9,90.9,60,62.2,"EBP",NA,NA
NA,105.8,88,112.3,117.3,107.6,NA,NA,NA
"EBP",17.4,31.6,45.6,40.1,56.8,"EBP",NA,NA
"ADAM12",28.5,30.6,40.4,4.7,4.2,"ADAM12",NA,NA
"PENK",60.3,30,59.5,70.9,39.1,"PENK",NA,NA
"INSR",241.5,245.4,231.8,127.1,185.3,"INSR",NA,NA
"HOMER1",84.4,416,97.4,104.7,51.1,"HOMER1",NA,NA
"NGDN",187.4,132.3,165.7,164.1,148.9,"NGDN",NA,NA
"PTPRA",125.8,144.2,82.1,137.3,170.6,"PTPRA",NA,NA
"SPRR1A",1.6,2.6,1.3,6.9,2.2,"SPRR1A",NA,NA
"RSAD2",54.9,31.5,28.9,32.7,39,"RSAD2",NA,NA
"CAP1",747.5,997.9,1348,923.7,974.1,"CAP1",NA,NA
"PTPRA",63.6,61.4,94.8,79.5,60.3,"PTPRA",NA,NA
"CFH",132.1,69.6,125.5,149,207.2,"CFH",NA,NA
"RPSA /// RPSAP19 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62",2269.2,3261.3,2776.7,2653.5,2921.1,"RPSA","RPSAP19","RPSAP58"
"PRSS12",17.4,31,0.9,4.1,3.3,"PRSS12",NA,NA
"KPNB1",160.8,105.8,93.2,172.5,186,"KPNB1",NA,NA
"INPP5B",47.7,45.8,80.7,58.9,76.7,"INPP5B",NA,NA
"ABHD5",30.3,18.9,7.9,24.8,24.4,"ABHD5",NA,NA
"PURA",2.1,3.9,5.8,4.1,1.8,"PURA",NA,NA
"MET",158.1,73.2,45.4,149.5,118,"MET",NA,NA
"ADAM23",14.5,2.1,13.1,29.6,14.7,"ADAM23",NA,NA
"TCF3",11.6,11.5,11.8,7.9,5.5,"TCF3",NA,NA
NA,3.7,22.4,6,11.9,5.7,NA,NA,NA
"TCF3",102,110.5,121.1,130.2,144.7,"TCF3",NA,NA
"CAMKK2",304,203.1,115.6,176.4,234.1,"CAMKK2",NA,NA
NA,71.8,9.9,40.3,38.7,24.4,NA,NA,NA
"SNTB2",31.5,12.9,22.6,44.2,23,"SNTB2",NA,NA
"CACTIN",76.8,74.3,110.8,106.1,67.2,"CACTIN",NA,NA
"MET",52,21.2,37.6,68.2,34.5,"MET",NA,NA
"IRAK3",33.9,11.5,32.1,40.5,37.4,"IRAK3",NA,NA
"TMEM223",13.1,38.7,33,11.5,4.5,"TMEM223",NA,NA
"FLOT1",67.6,8.7,35.7,16.5,68.1,"FLOT1",NA,NA
"STARD5",89.3,50.4,55.6,82.6,80.5,"STARD5",NA,NA
"IDS",4.6,5.5,5.3,4.9,23.2,"IDS",NA,NA
"UBE3B",49.7,59.6,44.2,22.6,61.4,"UBE3B",NA,NA
"HOXA11",261.7,179.4,518.7,501.3,311.1,"HOXA11",NA,NA
"OLIG2",14.2,16.8,10.5,24.1,9.3,"OLIG2",NA,NA
"OLIG2",15.6,17.7,6.4,17.4,6.1,"OLIG2",NA,NA
"H3F3A",123,131.6,103.8,149.1,91.4,"H3F3A",NA,NA
"ARHGAP33",75.4,66.3,70.1,75.6,58.1,"ARHGAP33",NA,NA
"H3F3A /// H3F3AP4 /// H3F3B",2693,4223.7,4099.4,2686.4,2667,"H3F3A","H3F3AP4","H3F3B"
"RTEL1",80.2,54.5,65.8,64.2,39.9,"RTEL1",NA,NA
"YME1L1",15.9,20.7,11.7,18.3,12,"YME1L1",NA,NA
"HLA-DQA1 /// LOC100509457",115.9,46.6,5.7,114.8,2.2,"HLA-DQA1","LOC100509457",NA
"KCND3",188.8,121.9,152.2,134.8,217.7,"KCND3",NA,NA
"NOP16",67.7,18.8,5.8,63.4,43.6,"NOP16",NA,NA
"IQSEC3",10.7,6.6,48.8,6.7,3.9,"IQSEC3",NA,NA
"GTPBP3",151.6,99.9,90.7,81.4,139.3,"GTPBP3",NA,NA
"WIPI1",52.2,63.8,52.6,69.3,69.1,"WIPI1",NA,NA
"L3MBTL1",54.8,66,45.9,61.7,41.8,"L3MBTL1",NA,NA
"NOL7",161.3,96.4,92.4,133.1,109.4,"NOL7",NA,NA
"CLMN",44.9,70.2,38.2,58.2,58.7,"CLMN",NA,NA
"MRPS12",44.8,8.5,4,53.8,52.2,"MRPS12",NA,NA
"TNR",5,3,12.2,8.7,4,"TNR",NA,NA
"NSUN5P1 /// NSUN5P2",367.3,518.3,538.6,342.5,226.6,"NSUN5P1","NSUN5P2",NA
"SLC6A8",45.2,79.7,155,74.9,48.9,"SLC6A8",NA,NA
"HOXA5",109.2,165.7,56.9,132.6,164.6,"HOXA5",NA,NA
"GRIK2",7.1,29.3,4.5,6.4,3.7,"GRIK2",NA,NA
"COX7C",241,320,274.6,226.2,232,"COX7C",NA,NA
"PRPH",99.7,8,9.4,52.2,61.1,"PRPH",NA,NA
"DUSP7",99.3,60.8,78,129.6,158.8,"DUSP7",NA,NA
"PPP2R2B",75.6,36.7,23.9,34.8,29.2,"PPP2R2B",NA,NA
"SCAF11",122.9,180.8,116.9,131.5,156,"SCAF11",NA,NA
"TMEM110",42.4,73.1,59.9,29.6,46,"TMEM110",NA,NA
"RBM8A",250.2,182.6,152.6,247.6,234.2,"RBM8A",NA,NA
"DNAJC24",200.3,99.3,135,70.7,52.6,"DNAJC24",NA,NA
"SYNGR1",32.6,8.8,31.8,54.7,20,"SYNGR1",NA,NA
"LIPE",29.1,7.6,44.6,40.9,33.9,"LIPE",NA,NA
"CD47",5.6,12.6,0.6,9.3,17.4,"CD47",NA,NA
"CD47",185.4,158.6,205.4,217,244.5,"CD47",NA,NA
"ZNF250",42.7,53.2,48.6,52.4,57.6,"ZNF250",NA,NA
"SMARCA5",38.4,23.6,36.1,30.4,45.3,"SMARCA5",NA,NA
"CSNK1A1",585,589.3,555.2,677.9,772.4,"CSNK1A1",NA,NA
"METTL21B",146.3,116.6,109.2,114.8,111.2,"METTL21B",NA,NA
NA,9.3,2.2,23.3,17,2.1,NA,NA,NA
"OAZ3",2.9,3.6,4,1.5,2,"OAZ3",NA,NA
"NAP1L1",1333.9,1167.7,1449.5,1191.4,1158.9,"NAP1L1",NA,NA
"DCBLD2",6.4,2.1,13.4,6.6,5.5,"DCBLD2",NA,NA
"SAMD14",34.2,47.8,18.2,41.2,20.2,"SAMD14",NA,NA
"ACTB",13389.9,15948.8,13596.4,9628.5,10621.3,"ACTB",NA,NA
"DHRS7",9.9,6.1,19.3,24.3,14.7,"DHRS7",NA,NA
"THY1",224.3,399.6,452.8,240.6,383.3,"THY1",NA,NA
"COL11A2",6.2,2.1,9.3,9,7.8,"COL11A2",NA,NA
"DNPH1",11.3,8.4,8.2,8.9,8.6,"DNPH1",NA,NA
NA,373.4,661.9,536.9,688.2,786.8,NA,NA,NA
"ST3GAL6",92.7,31.4,35,37.7,38.2,"ST3GAL6",NA,NA
"SERPINA4",59.2,64.2,22.1,65.2,43.3,"SERPINA4",NA,NA
"C6orf62",169.9,118.4,106.7,158.8,147.7,"C6orf62",NA,NA
"ZRSR2",171.1,127.6,150.6,215.6,188.8,"ZRSR2",NA,NA
"TCEB2",82.1,36.5,21.1,20.2,33.2,"TCEB2",NA,NA
"PYROXD1",128.8,104.1,77.7,156.2,171.7,"PYROXD1",NA,NA
NA,76.8,241.7,169.3,89.8,97,NA,NA,NA
"LGR5",18.5,9.8,2.6,25.4,6.2,"LGR5",NA,NA
"LOC101929087 /// SUMO2 /// SUMO3",1707.5,1638,1468.1,1568.2,1791,"LOC101929087","SUMO2","SUMO3"
"TM2D1",60.6,34.2,32.3,58.2,42.4,"TM2D1",NA,NA
"TM2D1",175.4,104.9,100.4,215.1,212.1,"TM2D1",NA,NA
"TRIM3",16,3.4,32.5,49,6.2,"TRIM3",NA,NA
"TRIM3",103,71.7,147.6,62,75.9,"TRIM3",NA,NA
"POLR2E",150.3,180.5,278.7,190.8,147.2,"POLR2E",NA,NA
"TRAF3IP3",5.1,19.9,24.7,9.1,24,"TRAF3IP3",NA,NA
"PIGL",113.8,47.2,40.1,84.2,49.7,"PIGL",NA,NA
"RPS16",4793,6128,4888,4130.6,4679.7,"RPS16",NA,NA
"TCF4",955.7,563.9,423.6,759.9,1142.8,"TCF4",NA,NA
"APRT",131.1,124.9,184.9,161.9,124.3,"APRT",NA,NA
"PMS2P5 /// PMS2P9",197.1,207.3,208.5,170.9,187.7,"PMS2P5","PMS2P9",NA
"THSD7A",88.6,84.4,69.7,75,54,"THSD7A",NA,NA
"EMP1",163.8,98.9,146.5,106.5,107.2,"EMP1",NA,NA
"FAM149B1",3.9,6.7,46.8,7.3,35.8,"FAM149B1",NA,NA
"MRPL23",121.1,162.5,186.6,122.5,130.7,"MRPL23",NA,NA
"RBFOX2",30.2,42.1,37.5,37.4,37,"RBFOX2",NA,NA
"METAP2",53.3,34.7,19.1,37.6,40.6,"METAP2",NA,NA
"FAM189A2",177,167,170.4,186.3,126.8,"FAM189A2",NA,NA
"RBFOX2",320.4,305,307.2,276.8,407.8,"RBFOX2",NA,NA
"ASAH1",99,156.4,170.3,185.2,150.3,"ASAH1",NA,NA
"RQCD1",8.4,12.8,2.1,46.4,5.5,"RQCD1",NA,NA
"FRRS1L",6.4,45.5,31.6,11.5,21.1,"FRRS1L",NA,NA
"BGN",451.1,182.5,558.8,333.1,511.7,"BGN",NA,NA
"MYBL1",28.2,9.1,15.6,34.6,8.8,"MYBL1",NA,NA
"EEF1E1",55.9,36,24.1,36,25.7,"EEF1E1",NA,NA
"WHAMMP2 /// WHAMMP3",37.6,27.6,13.4,18.3,20.9,"WHAMMP2","WHAMMP3",NA
"LRRC15",72,44.9,50.3,74.5,32,"LRRC15",NA,NA
"IGFBP7",69.7,74,66.6,47.3,96.3,"IGFBP7",NA,NA
"H2AFZ",517.4,501.8,753.5,519.3,646.8,"H2AFZ",NA,NA
"TBC1D30",33.1,12.6,23.8,40,25.5,"TBC1D30",NA,NA
"TBC1D30",30.2,19.9,2,27.5,4.6,"TBC1D30",NA,NA
"SPTBN1",21.1,9.9,4.2,5.5,17.8,"SPTBN1",NA,NA
"NKG7",8.1,6.1,16.8,14.3,18.9,"NKG7",NA,NA
"ZNF20 /// ZNF625-ZNF20",34,43.1,38.6,89.9,71,"ZNF20","ZNF625-ZNF20",NA
"PAX8",52,56,19.6,78,43.4,"PAX8",NA,NA
"NIPBL",118.9,71.9,84.1,78.5,78.3,"NIPBL",NA,NA
"DNAJC4",60.5,48.4,33.3,61.8,41.7,"DNAJC4",NA,NA
"CUX2",16.1,9.5,18.2,15,12.4,"CUX2",NA,NA
"SST",10.9,42.4,23.9,3,18.7,"SST",NA,NA
"TTBK2",28.6,25.7,26.6,32.3,17.9,"TTBK2",NA,NA
"RAP2B",192.5,135,141.8,165.9,189,"RAP2B",NA,NA
"GNAL",68.7,79.6,81.8,69.5,78.4,"GNAL",NA,NA
"C1orf95",108.8,51.9,75.3,124.6,111.6,"C1orf95",NA,NA
"AGFG1",30.6,11.8,19,18.1,8.3,"AGFG1",NA,NA
"MAP3K9",33.3,41.9,14.8,35.6,13.9,"MAP3K9",NA,NA
"AGFG1",15.8,13.4,13.8,24,15.9,"AGFG1",NA,NA
"EXPH5",48.4,35.7,13.7,32.8,11.4,"EXPH5",NA,NA
"ATG12",37.6,40.3,43.7,87.6,89.2,"ATG12",NA,NA
"ID2 /// ID2B",36.2,57.8,40.1,42.8,56.3,"ID2","ID2B",NA
"HLA-A",4251.5,4241.1,5595.3,3926.9,4095.2,"HLA-A",NA,NA
"PTGER3",669.2,836,549.4,710.6,806.7,"PTGER3",NA,NA
"ZNF23",59,16.4,35.9,59.4,42.5,"ZNF23",NA,NA
"ABHD5",27.8,64.3,47.1,34.9,37.1,"ABHD5",NA,NA
"SFTPB",61.9,72.8,66.5,95.4,54.8,"SFTPB",NA,NA
"FTSJ1",95.1,106.6,86.8,104.8,102.9,"FTSJ1",NA,NA
"ERC2",9.8,1.9,2.8,4,1.2,"ERC2",NA,NA
"RUFY3",194.9,197.1,153.6,164.7,158.6,"RUFY3",NA,NA
"FNBP1",93.6,224.3,237.8,173,166.8,"FNBP1",NA,NA
"RPS7",2447.2,2414.1,2336.5,2293.9,2754.7,"RPS7",NA,NA
"MEGF6",59.4,7.3,9.7,38.5,25.5,"MEGF6",NA,NA
"TWIST1",109.6,72.7,88.7,41,61.9,"TWIST1",NA,NA
"GNA11",230.3,209,243.4,226.2,294.4,"GNA11",NA,NA
"NUP210",31.1,5.1,41.1,44,24.5,"NUP210",NA,NA
"OBSL1",11.5,51.1,48.4,18.1,39.1,"OBSL1",NA,NA
"NUP210",30.5,35.2,10,8.6,28.2,"NUP210",NA,NA
"CADM3",45,34.7,34.5,75.7,48.6,"CADM3",NA,NA
"DOHH",7.2,21.3,15.6,46.7,11.8,"DOHH",NA,NA
"PPP3CC",22,13.7,12.5,9.1,18.2,"PPP3CC",NA,NA
"PSMC3IP",9.6,5.1,1.6,23.4,21.1,"PSMC3IP",NA,NA
"ALOX5",42.8,25.4,18.9,30.4,21,"ALOX5",NA,NA
"KRT20",10.5,7.6,8.8,3.2,13.5,"KRT20",NA,NA
"FAM169A",1.2,16.4,12.2,6.1,8.1,"FAM169A",NA,NA
"MYOZ3",35.6,8.7,32.9,20.7,52.1,"MYOZ3",NA,NA
"CEP350",28.5,75.7,71.4,85.6,105.9,"CEP350",NA,NA
"CEP350",61.6,8.1,31.3,43.3,20.4,"CEP350",NA,NA
"CD6",57.6,49.1,20.6,89.9,70.9,"CD6",NA,NA
"RPGRIP1L",11.8,8.7,13.4,11.6,13,"RPGRIP1L",NA,NA
"NTRK3",83.6,71.6,51.6,93.2,94.3,"NTRK3",NA,NA
NA,4.2,6.3,5.4,4.1,2.5,NA,NA,NA
"ANKLE2",22.4,26.5,4.5,23.8,6.7,"ANKLE2",NA,NA
"SAP30",29.1,6.1,19.1,19,22,"SAP30",NA,NA
"RPARP-AS1",1.5,11.7,1.3,4.5,0.4,"RPARP-AS1",NA,NA
"CHD5",12.2,7.3,9.2,7.4,5.7,"CHD5",NA,NA
"HMG20B",4.1,34.8,9.4,32.6,12.1,"HMG20B",NA,NA
"RALYL",5.2,2.8,2.6,1.6,4.6,"RALYL",NA,NA
NA,26,17.1,4.2,28.3,27,NA,NA,NA
"RPL29",3780.6,4978.1,4144.8,3041.1,2607.4,"RPL29",NA,NA
"RABL3",69.6,50.1,44.3,59.9,47.2,"RABL3",NA,NA
"SUZ12 /// SUZ12P1",62.8,91.9,72.2,63,114.6,"SUZ12","SUZ12P1",NA
"RP11-79P5.2",4.2,5.7,4.5,3.1,2.8,"RP11-79P5.2",NA,NA
"RRBP1",82.8,75.9,71.1,73.5,56.3,"RRBP1",NA,NA
"ADAMTSL3",82.1,86,65.1,81.4,81,"ADAMTSL3",NA,NA
"LYZ",176,18.9,82.9,159.3,566.5,"LYZ",NA,NA
"CIZ1",47.8,45.1,40.5,47.8,46.7,"CIZ1",NA,NA
"CIZ1",127.8,133.4,147.9,88.2,133.3,"CIZ1",NA,NA
"MTSS1L",4.3,2.8,6,5.2,2.2,"MTSS1L",NA,NA
NA,46.9,8,162.1,133.3,113.2,NA,NA,NA
"CTBP1",265.7,166.7,189.3,235.2,337.2,"CTBP1",NA,NA
"COMT",49.8,61.2,79.5,70.2,60.3,"COMT",NA,NA
"RABGAP1L",90.2,57.7,48.8,72.5,95.6,"RABGAP1L",NA,NA
"PDS5A",44.4,12,7,10.2,6.4,"PDS5A",NA,NA
"PDS5A",33.7,5.5,15.9,8.9,18.4,"PDS5A",NA,NA
"TMEM259",6.4,7.9,5.5,5.1,12.6,"TMEM259",NA,NA
"TMEM259",104.3,160.2,163.2,110.4,93.8,"TMEM259",NA,NA
"CDK13",1.5,2.7,4,2.6,2.2,"CDK13",NA,NA
"SAT1",259,917.2,152.6,270.3,124.1,"SAT1",NA,NA
"SETD4",16.9,72.5,44.7,17,49,"SETD4",NA,NA
"PAK7",14.6,16.8,7.8,34.3,12.2,"PAK7",NA,NA
"HS3ST1",5.8,4,18.8,29,7.9,"HS3ST1",NA,NA
"COL4A6",189.3,523.9,970.6,381.1,393.9,"COL4A6",NA,NA
"SPON1",105.1,84.7,83.9,158.5,150.7,"SPON1",NA,NA
"SPON1",117.9,123.7,124.6,98.2,175.9,"SPON1",NA,NA
"ATP5S",52.5,40.2,77.1,54.9,27.9,"ATP5S",NA,NA
"YPEL1",30.1,7.9,7.4,11.6,14.1,"YPEL1",NA,NA
"FAM189A1",32.8,9.2,46.5,31.7,18.7,"FAM189A1",NA,NA
"DDX17",396.1,105,67.4,56.2,107.3,"DDX17",NA,NA
"YIPF4",25.6,9,6.1,4.7,2.7,"YIPF4",NA,NA
"RGS10",18.8,22,11.8,8.5,9,"RGS10",NA,NA
"RPS10",61.4,68.9,43.3,89.1,96.1,"RPS10",NA,NA
"MYL6",199.2,384.4,280,194.2,231.4,"MYL6",NA,NA
"RPS20 /// SNORD54",5213.8,4815.3,4402.7,3989.6,4444.1,"RPS20","SNORD54",NA
"VGLL4",53.4,140.7,99.9,55.4,118.8,"VGLL4",NA,NA
"GGCX",54.9,43.3,71.1,68.7,28,"GGCX",NA,NA
"GGCX",56.5,28.1,35.2,60.1,57.7,"GGCX",NA,NA
"TWF1",112.5,100.3,109,152.6,117.5,"TWF1",NA,NA
"TWF1",4.6,1.5,6.8,63.8,24.6,"TWF1",NA,NA
"MSL3",19,45.4,33.5,17.5,27.1,"MSL3",NA,NA
"ATP9B",15.1,6,12,8.4,6.9,"ATP9B",NA,NA
"NOP16",71.3,107.5,57.8,65.8,62.5,"NOP16",NA,NA
"ERAP1",22.9,31.5,23.7,44.1,67.7,"ERAP1",NA,NA
"TBC1D1",23.9,17.5,8.5,23.2,4.5,"TBC1D1",NA,NA
"CDC42EP2",28.8,43.3,14.2,12.3,2.8,"CDC42EP2",NA,NA
"SOCS7",29.5,6.5,42.3,41.5,28.1,"SOCS7",NA,NA
"SFPQ",281,396.6,219.7,452.7,253.8,"SFPQ",NA,NA
"DHX34",33,37.7,56.2,36.8,27.3,"DHX34",NA,NA
"GRIP1",6.4,2,3.2,1.1,2.5,"GRIP1",NA,NA
NA,30.2,3.1,1.9,4.2,3.5,NA,NA,NA
"ITGB5",91.1,38,54.1,111.1,96.7,"ITGB5",NA,NA
"ITGB5",33.5,12.2,18.7,36.3,56.3,"ITGB5",NA,NA
"IFITM1",1392.1,906,882.7,1085,1313.7,"IFITM1",NA,NA
"TUBB2B",24.4,28.8,24.7,16.5,3.3,"TUBB2B",NA,NA
"DGCR6L",14.2,13,6.1,33.3,17.3,"DGCR6L",NA,NA
"DDX28",34.7,17,42.4,12.6,22.3,"DDX28",NA,NA
"SPRED2",2.4,1.3,1,1.6,2,"SPRED2",NA,NA
"DES /// SUPT20H",1327.8,3437.8,4631.7,3420.4,2961.2,"DES","SUPT20H",NA
"TDRD3",18.5,18.1,23,42.5,78.3,"TDRD3",NA,NA
"SLC25A42",2,3,1.4,1.9,3.6,"SLC25A42",NA,NA
"CRYBG3",194.1,155.4,124.8,178,135.1,"CRYBG3",NA,NA
"KRT7",1.9,7.5,12.1,9,4.3,"KRT7",NA,NA
"ZAP70",30.5,8.2,26,13.2,18.7,"ZAP70",NA,NA
"ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322",41.3,35.9,22.4,30.8,24.5,"ABCC6","ABCC6P1","ABCC6P2"
"ERAP1",22,16.5,26.3,18.6,4.4,"ERAP1",NA,NA
"LOC399491",933.5,956.6,1142.8,1470.4,979.9,"LOC399491",NA,NA
"EFNA5",91.8,22.8,46.9,83.7,94.7,"EFNA5",NA,NA
"CCDC22",22.3,63.1,49.3,68.5,64.1,"CCDC22",NA,NA
"CCL8",74.6,64.3,36.9,42.2,53.9,"CCL8",NA,NA
"LAPTM4B",583.9,603.8,634.1,851.8,695.9,"LAPTM4B",NA,NA
"GSN",960,594.1,1030.7,624.4,670.3,"GSN",NA,NA
"RPL37A",333.3,235,178.5,297,297.6,"RPL37A",NA,NA
"RPL22",980.5,1244.6,1119.6,775.6,912.6,"RPL22",NA,NA
"PTPRD",85.2,52,56.5,129.8,92.8,"PTPRD",NA,NA
"RYR2",18.9,4.3,1.4,3.1,8.8,"RYR2",NA,NA
"LIAS",24.6,17.9,37.6,35.3,37.4,"LIAS",NA,NA
"FUT9",13,2,10.2,14.1,8,"FUT9",NA,NA
"MBD4",112.4,75.9,88.5,108.2,93.9,"MBD4",NA,NA
"MBD4",25.9,26,28.8,40.3,32.7,"MBD4",NA,NA
"CD7",6.8,41.7,4.8,4.1,7.7,"CD7",NA,NA
NA,54.3,35.2,34.8,36.4,29.4,NA,NA,NA
"TMSB15A /// TMSB15B",67.2,61.3,99.5,77.3,62,"TMSB15A","TMSB15B",NA
"PRRC2C",42,37.9,25.1,67.4,23.1,"PRRC2C",NA,NA
"ERBB4",72,32.8,19.4,78.5,61.1,"ERBB4",NA,NA
"DOK2",46.4,7.2,9.9,60.1,58.9,"DOK2",NA,NA
"PRRC2C",73.6,128,135.3,139.2,151.5,"PRRC2C",NA,NA
"MCL1",120.1,88,78.5,55,53.1,"MCL1",NA,NA
"MCL1",89.6,67.9,54.4,70.9,58.3,"MCL1",NA,NA
"MYCL",52.6,40.6,27.8,40.3,60.9,"MYCL",NA,NA
