"Gene.Symbol","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102","first","second","third"
"CEP170 /// CEP170P1",177.3,57.9,91.9,141.4,170.5,"CEP170","CEP170P1",NA
"LOR",8.9,28.1,19,5.2,8.1,"LOR",NA,NA
"HINT1",753.2,1593.8,1420.2,849,648.5,"HINT1",NA,NA
"BTBD2",46.6,73.3,91.3,150.9,87.8,"BTBD2",NA,NA
"KLRC3",8.4,2.6,2.5,3.3,2.2,"KLRC3",NA,NA
"SPAST",32.1,33.4,37.7,38.9,29.4,"SPAST",NA,NA
"POU4F2",49.4,12.4,28.8,42.9,26.3,"POU4F2",NA,NA
"ESRRB",5.9,2,2.2,5,2.4,"ESRRB",NA,NA
"MUTYH",107,129.3,128.8,136.9,103.1,"MUTYH",NA,NA
"ATF7IP",23.5,32.6,16,26.5,31.5,"ATF7IP",NA,NA
"CDH9",21.3,7.2,3.3,37.1,9.8,"CDH9",NA,NA
NA,484.4,704.7,518.9,393.4,421.1,NA,NA,NA
NA,16,1.4,6.5,29.2,1.3,NA,NA,NA
"DLG3",87.1,18.3,58.6,37.1,43.9,"DLG3",NA,NA
"PSG9",56,30.8,23,51.8,7.7,"PSG9",NA,NA
"LAX1",76.3,48.6,26.7,61,46.1,"LAX1",NA,NA
"RNF125",30,33.5,27.7,31.6,23.2,"RNF125",NA,NA
"TNP2",1.5,1.2,1,8.3,2.7,"TNP2",NA,NA
NA,21.4,12.1,15.8,25.4,17.9,NA,NA,NA
"NCKAP1",444.5,212,203.2,911.1,671.1,"NCKAP1",NA,NA
"GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8",19.8,3.8,5.1,7.7,5.8,"GAGE1","GAGE12B","GAGE12C"
"NUP62",48.5,66.6,52.3,64.9,43.9,"NUP62",NA,NA
"TPSAB1",171.1,371.2,201.4,252.4,670.7,"TPSAB1",NA,NA
"NR6A1",71.2,20.9,11.7,62.1,10.5,"NR6A1",NA,NA
NA,6.5,6.4,10,5.8,4.4,NA,NA,NA
NA,1.4,2.4,6.8,2.5,1.1,NA,NA,NA
"CABP2",2.5,7.2,19.6,4.3,1.8,"CABP2",NA,NA
"POLQ",35.3,34.9,17.1,28.8,19.1,"POLQ",NA,NA
"DOK4",12.4,37.7,40.4,65.7,45.9,"DOK4",NA,NA
"DUTP1 /// DUTP1",6.3,1.5,5.6,4.5,3.9,"DUTP1","DUTP1",NA
"PPP2R3A",234.1,194.8,176.7,237.7,186.5,"PPP2R3A",NA,NA
"EPS15P1 /// EPS15P1",0.8,0.6,0.1,1.1,4.4,"EPS15P1","EPS15P1",NA
"PRO2949",24.3,2.1,24.5,21.2,12.1,"PRO2949",NA,NA
"PRB1",11.4,7.2,7.2,6.8,5.1,"PRB1",NA,NA
"ZNF304",61,48.1,61.6,69,49.4,"ZNF304",NA,NA
"RASSF8",23.5,46.5,1.2,23,19.2,"RASSF8",NA,NA
NA,43.5,33.4,48,57.6,44.6,NA,NA,NA
NA,5.9,15.2,4.4,8.8,13.6,NA,NA,NA
"ZFP2",41.5,12.7,22.9,19.6,25.2,"ZFP2",NA,NA
NA,35.6,71.6,60.2,5.4,31.2,NA,NA,NA
"DISC1 /// TSNAX-DISC1",39.8,21.6,3.8,44.2,8.8,"DISC1","TSNAX-DISC1",NA
"NCOR2",486.9,456.8,482.1,375.3,367.4,"NCOR2",NA,NA
"METTL7A",613.8,677.7,553.4,764.1,860.7,"METTL7A",NA,NA
"LPAL2",5,5.9,1,6.4,10.7,"LPAL2",NA,NA
"S100A5",2.6,3.6,7.4,9.5,3.2,"S100A5",NA,NA
"HIPK3",79.4,116.6,68.8,94.4,84.1,"HIPK3",NA,NA
"FAM214B",55.7,99.8,89.3,102.6,104.6,"FAM214B",NA,NA
"CDKL1",9,7,25.8,4.2,21.4,"CDKL1",NA,NA
"EGR4",45.3,55.1,36.5,43.5,60.5,"EGR4",NA,NA
"EGR4",2,1.3,0.6,1.4,2,"EGR4",NA,NA
"PQBP1",146.9,188.9,196.4,122,124.4,"PQBP1",NA,NA
"CSH1 /// CSH2",12.4,4.2,3.7,9.9,11.5,"CSH1","CSH2",NA
"SLC5A2",37.9,12.8,39.9,36.4,40.5,"SLC5A2",NA,NA
"PRMT8",11.5,14.3,10.2,3.1,16.9,"PRMT8",NA,NA
"CYP3A43",9,2.1,3,10.9,4,"CYP3A43",NA,NA
"ATG10",59.5,19.6,30.7,27.6,24.9,"ATG10",NA,NA
"MGC4859",21.1,1.1,30.3,18,13.4,"MGC4859",NA,NA
"CACNB2",89.4,154.7,293.5,193,210.4,"CACNB2",NA,NA
"LOC101928789 /// SP140",32.8,14.8,4.9,20.8,20.5,"LOC101928789","SP140",NA
"REG1P",9.6,5.8,3.1,6,7.3,"REG1P",NA,NA
NA,15.5,26.9,11.3,20.5,19.3,NA,NA,NA
"CYLC2",44.8,14.9,26.7,29,14.1,"CYLC2",NA,NA
"ZNF711",9.6,13.2,18.4,11.6,4,"ZNF711",NA,NA
"PSEN1",193.4,185.3,127.9,157.7,137.5,"PSEN1",NA,NA
"HUWE1",12962.8,15785.2,10991.5,8653.9,7714.9,"HUWE1",NA,NA
"ARSD",4.9,16.3,4,3.9,4.9,"ARSD",NA,NA
"RBPJ",412.9,437,260.4,523.5,382.3,"RBPJ",NA,NA
"CYP2R1",30.2,4.8,10.7,32.4,21.6,"CYP2R1",NA,NA
"KRT33B",7.6,4,3.7,4.7,3,"KRT33B",NA,NA
"SORBS3",150.8,115.4,199.2,168.3,117.6,"SORBS3",NA,NA
"DPP6",131.6,486,589.7,451.5,336.8,"DPP6",NA,NA
"LRRC1",57.1,62.6,40.3,30.1,28.7,"LRRC1",NA,NA
"RAB1A",171,195.7,206.7,219.9,236.3,"RAB1A",NA,NA
"OPRD1",18.8,3,14.3,4.3,6.5,"OPRD1",NA,NA
"EPB41",0.7,20,5.4,15.6,7,"EPB41",NA,NA
"CCR2",40.8,22.2,6,32.1,38.2,"CCR2",NA,NA
"KLRD1",56.7,14.2,24.5,22.3,39.7,"KLRD1",NA,NA
"KLRD1",28.5,12.3,4.8,41.8,35.7,"KLRD1",NA,NA
"LRP2BP",7.1,40.9,3.5,30.8,14.1,"LRP2BP",NA,NA
"ATXN2L",14.2,25.5,6.4,5.6,18.8,"ATXN2L",NA,NA
"ARMCX4",6.6,19.8,7.1,5.7,18.1,"ARMCX4",NA,NA
"AKAP5",5.5,10.8,9.1,4.2,4,"AKAP5",NA,NA
"RNF10",262.7,595.5,485.3,252.9,283.7,"RNF10",NA,NA
"CRISP3",1.2,72.5,1.5,1.1,1,"CRISP3",NA,NA
"CSN3",6.9,5.7,3,12.1,4.6,"CSN3",NA,NA
"FCN2",28.9,17.5,4.2,21.2,15.8,"FCN2",NA,NA
"PSMD9",226.5,208.4,256,279.3,199.2,"PSMD9",NA,NA
"PROS1",167.5,139.2,121.7,203.2,292,"PROS1",NA,NA
"ATP6AP1",288.7,469.7,437.2,354.9,380.5,"ATP6AP1",NA,NA
"F13B",12.7,20.2,19.2,4.5,8,"F13B",NA,NA
"KRT12",1.9,14.6,3,1.6,2.2,"KRT12",NA,NA
"GORASP2",308.9,286.1,323.2,299.3,413.5,"GORASP2",NA,NA
"FDXR",37.5,42.2,4.6,25.8,33,"FDXR",NA,NA
"DEFA6",12.9,9.9,21.2,5.3,1.6,"DEFA6",NA,NA
"PF4V1",5.7,15.3,9.1,5,0.9,"PF4V1",NA,NA
"LALBA",6.6,27.8,8.9,8.1,25.7,"LALBA",NA,NA
"IFNW1",6.1,6.9,4.3,7.2,3.8,"IFNW1",NA,NA
"HTR7",1.9,4.1,1.7,1.1,1.1,"HTR7",NA,NA
"ABCB4",28,2.5,4.9,4.1,10.6,"ABCB4",NA,NA
"ADH1A",28.5,27.4,16.3,21.1,28.5,"ADH1A",NA,NA
"PTK2",287.8,179.9,150,228.8,273.3,"PTK2",NA,NA
"FGFR1",52.1,114.4,78.8,57.4,27.7,"FGFR1",NA,NA
"AIF1",28.2,17.4,29.6,44.7,5.8,"AIF1",NA,NA
"MAZ",36.9,60.9,86.5,40.6,47.8,"MAZ",NA,NA
"GHRHR",8.9,2,2.2,6.1,4,"GHRHR",NA,NA
"ID3",152.3,383.8,228.2,268.9,406.8,"ID3",NA,NA
"SNCA",119.1,77.4,85.5,93.7,72.4,"SNCA",NA,NA
"CENPF",27.9,47.3,34.6,42.3,33,"CENPF",NA,NA
"BNIP1",35.9,95.7,71.1,24.4,33.1,"BNIP1",NA,NA
"PPP1R8",202.3,140.2,182.8,176.2,178,"PPP1R8",NA,NA
"DHPS",15.2,143.4,87.1,14.8,61.3,"DHPS",NA,NA
"BAIAP2",4.8,3.7,5.3,3.1,2.6,"BAIAP2",NA,NA
"HLCS",4.1,34.2,7.2,4.8,3.9,"HLCS",NA,NA
"FBLN1",78.1,13,7.5,27.2,24.6,"FBLN1",NA,NA
"FBLN1",39.5,55.4,15.1,39,46.4,"FBLN1",NA,NA
"RBPMS",167.6,235.3,307.8,265.9,328.9,"RBPMS",NA,NA
"RBPMS",45,36.8,19.2,42.8,33.9,"RBPMS",NA,NA
"PBXIP1",79.8,69,112.2,49.1,38.4,"PBXIP1",NA,NA
"TMEM8B",82.6,147,98.7,126.4,86.8,"TMEM8B",NA,NA
"CD160",67.1,40.3,33.8,40.1,16.2,"CD160",NA,NA
"SPIN2A",22.9,34.5,12.9,13.3,17.4,"SPIN2A",NA,NA
"CASC3 /// MIR6866",322.9,386.3,344.7,324.4,402.3,"CASC3","MIR6866",NA
"CYB5A",164.2,504.8,140,188.7,196.2,"CYB5A",NA,NA
"IL13",9.5,36.6,28.2,24.3,5.5,"IL13",NA,NA
"ANAPC10",50.2,29.5,40.4,70.8,53.2,"ANAPC10",NA,NA
"POU1F1",3.2,4.6,0.5,3.5,6.9,"POU1F1",NA,NA
"MUC1",64.6,263.7,105.5,107.8,97.6,"MUC1",NA,NA
"AVP",9.5,6.5,7.2,7.1,5.2,"AVP",NA,NA
"IL2",14.2,10,6.7,7.1,1.6,"IL2",NA,NA
"CXCL3",33.4,16.4,4.4,4.7,17.1,"CXCL3",NA,NA
"INSR",23.1,2.5,24.4,24.7,20.3,"INSR",NA,NA
"CXCL5",9.4,9,8.9,4.4,5,"CXCL5",NA,NA
"SNCB",8.3,7.1,4.7,7.5,9.1,"SNCB",NA,NA
"GYPE",9.4,0.8,3.1,2,0.8,"GYPE",NA,NA
"CLCC1",36,28.7,47.7,40.4,46,"CLCC1",NA,NA
"LOC150776 /// SMPD4",197.7,184.1,178.2,138.7,178.9,"LOC150776","SMPD4",NA
"LILRA2",27,16.6,17.8,19,39.5,"LILRA2",NA,NA
"PKLR",5.5,4.1,2,3,6.6,"PKLR",NA,NA
"CHRNB3",55.5,23.4,14.9,50.4,31.8,"CHRNB3",NA,NA
"NCR1",16,4.8,2,15,15.2,"NCR1",NA,NA
"CCL22",7.8,32,13,6.8,4.3,"CCL22",NA,NA
"UPK2",26.5,18,5.2,16.9,12.1,"UPK2",NA,NA
"ADPRH",14.9,7.5,41.8,41.7,37.7,"ADPRH",NA,NA
"SCN7A",48.3,67.9,56.5,85.4,81.6,"SCN7A",NA,NA
"BMP8B",20.2,23.5,7.6,24.5,7.9,"BMP8B",NA,NA
"BMP8A",12.9,11.7,13.4,22.6,1.5,"BMP8A",NA,NA
"PAX4",21.2,14.3,13.1,15,15.3,"PAX4",NA,NA
"CHRNA2",83.5,8.7,50.3,57,60.6,"CHRNA2",NA,NA
"CACNA1G",8.8,8.4,4.5,12.4,2.7,"CACNA1G",NA,NA
"AKAP9",31.2,3.1,11.2,26.5,24.7,"AKAP9",NA,NA
"MIR6132 /// ST7 /// ST7-OT3",38.2,32.4,29,44.7,29.7,"MIR6132","ST7","ST7-OT3"
"LILRA1",34.9,4.2,4.3,45.6,30.6,"LILRA1",NA,NA
"SEZ6L",25.3,45.3,3.2,10.9,53.2,"SEZ6L",NA,NA
"CFHR4",4,9.7,1.9,4.6,3.5,"CFHR4",NA,NA
NA,1.8,1.8,1.5,3.4,9.2,NA,NA,NA
"FLNC",440.7,1442,1386.1,1152.4,1533.5,"FLNC",NA,NA
"NVL",14.3,6.4,5.3,15.3,17.2,"NVL",NA,NA
"KRT76",3.6,2.5,2.7,4.8,2.4,"KRT76",NA,NA
NA,2.3,18.3,2.8,4.7,1.5,NA,NA,NA
"ADAM11",10.5,16,15.3,18.6,8.6,"ADAM11",NA,NA
NA,6.1,9.2,7.2,13.2,2.5,NA,NA,NA
NA,40.3,9.1,29.5,79.7,62.7,NA,NA,NA
"TFR2",18.9,44,27.3,17.7,22.7,"TFR2",NA,NA
"GUCY2D",41.4,10.2,12.3,42.9,26.8,"GUCY2D",NA,NA
"S100G",3.9,2.6,6.7,2.5,23.2,"S100G",NA,NA
"CALCR",1,3,1.2,2,8.6,"CALCR",NA,NA
"CALCR",73.2,53.1,36.9,10.7,8.1,"CALCR",NA,NA
NA,9,0.5,11.7,0.7,1.1,NA,NA,NA
"SARDH",3.1,3.2,1.2,2.4,0.8,"SARDH",NA,NA
"MMP25",71.5,62.7,83.2,69.5,51.3,"MMP25",NA,NA
"HAUS7 /// TREX2",45.3,30.7,34.8,44.3,35,"HAUS7","TREX2",NA
"CD40LG",4,3.9,1.8,8.2,3.9,"CD40LG",NA,NA
"SRY",5.9,11.2,3,11.2,4.7,"SRY",NA,NA
"TCL6",13.4,6.7,5.9,10.3,11.1,"TCL6",NA,NA
"NAALADL1",7.3,27.1,48.1,20.9,10.1,"NAALADL1",NA,NA
"DLEC1",3,7,4,2.4,2.1,"DLEC1",NA,NA
"CRHR2",60.1,5.2,32.8,59.5,48.8,"CRHR2",NA,NA
"GIP",3.5,4.8,3.8,4,14.6,"GIP",NA,NA
"CCL17",6.4,4.1,7.4,4.6,2.9,"CCL17",NA,NA
"IL12B",22.8,2.5,14.5,15.8,8.8,"IL12B",NA,NA
"IL5RA",8,15.4,3.8,10.4,31.6,"IL5RA",NA,NA
"LNPEP",26.2,2.5,11.1,36,51.1,"LNPEP",NA,NA
"IL3",1.7,1.2,2.2,2.3,1.7,"IL3",NA,NA
"TNFSF14",3.2,2.7,6.4,6.8,6.5,"TNFSF14",NA,NA
"KRT2",86.2,38.4,28,66.3,50.5,"KRT2",NA,NA
"DAZ1 /// DAZ2 /// DAZ3 /// DAZ4",18.4,12.7,12.5,9.9,5.5,"DAZ1","DAZ2","DAZ3"
"SCGB1D1",23.9,57.2,14.9,23.9,11.1,"SCGB1D1",NA,NA
"TGM5",23.9,34.4,28.4,29.5,29.2,"TGM5",NA,NA
"DAZ1 /// DAZ2 /// DAZ3 /// DAZ4",1,1.2,14.2,1,0.9,"DAZ1","DAZ2","DAZ3"
"CYP2F1",3.9,11.8,6.6,23,7.4,"CYP2F1",NA,NA
"EVX1",35.1,38.3,38.2,38,26.7,"EVX1",NA,NA
"MYCLP1 /// MYCLP1",42.9,36.5,9.2,56.3,45.4,"MYCLP1","MYCLP1",NA
"AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP",5,13.1,27.2,25.9,4,"AC009947.3","RBMY2AP","RBMY2AP"
NA,35.7,33.4,16.9,24.3,17.2,NA,NA,NA
"TSPY1 /// TSPY10 /// TSPY3 /// TSPY4 /// TSPY8",1.9,1,1.4,1.3,1.7,"TSPY1","TSPY10","TSPY3"
"ART1",76.7,55.5,50.1,77,72,"ART1",NA,NA
"ZFX",63.2,54,55.3,53.8,59.4,"ZFX",NA,NA
"PAX8",37.5,37.6,5.3,38.4,24.8,"PAX8",NA,NA
"LOC101928676 /// MAEA",306.4,270.8,230.1,370.1,275.6,"LOC101928676","MAEA",NA
"PAX8",3.1,56.8,22.9,12.7,23.4,"PAX8",NA,NA
"PAX8",6.7,65.4,2.6,9.1,2.9,"PAX8",NA,NA
"CST5",37.3,17.4,32.3,40,34.3,"CST5",NA,NA
"GP5",17.4,17.8,12.7,18.6,18.5,"GP5",NA,NA
"HTR7",2.9,4.7,6,4.8,5.4,"HTR7",NA,NA
"GLRA3",2.9,2.1,8.1,7.5,0.3,"GLRA3",NA,NA
"GRPR",93.6,53.1,52.7,94.8,45.8,"GRPR",NA,NA
"LCN1",42.9,32.9,33.2,45.1,27.9,"LCN1",NA,NA
"PFKFB2",3.9,13.8,10.6,3.3,6.4,"PFKFB2",NA,NA
"IFNA8",0.7,9.1,0.3,1.4,1.1,"IFNA8",NA,NA
"ZP2",3.5,2.3,3.3,2.5,1.4,"ZP2",NA,NA
"RFPL1",1.4,2.4,4.8,2.1,1,"RFPL1",NA,NA
"KRT13",40.9,7,26.8,32.9,25,"KRT13",NA,NA
"RFPL3",103.5,33.9,44.6,86.6,60.2,"RFPL3",NA,NA
"FGFR1",209.2,115.4,189.3,208.4,209.8,"FGFR1",NA,NA
"PI15",51.2,49,58.3,56.5,29.5,"PI15",NA,NA
"RNPS1",110.9,236.6,157,138.8,191.9,"RNPS1",NA,NA
"CNR1",14.1,13,29,19,6.8,"CNR1",NA,NA
"RBM39",722.6,631.3,484.8,661.4,659.9,"RBM39",NA,NA
"PLAGL1",192.1,71.6,80.2,158.1,162,"PLAGL1",NA,NA
"OCM2",20.1,5.8,2,33.3,16.1,"OCM2",NA,NA
"CSNK1D",174.3,275.8,305.7,169,150.7,"CSNK1D",NA,NA
"MAML3",35,14,6.7,30.4,35.2,"MAML3",NA,NA
"ICA1",44.7,51.2,41.1,34.2,37.5,"ICA1",NA,NA
"ANK3",27.4,68.1,25,51.6,11.9,"ANK3",NA,NA
"CSN2",49.7,48.6,22,44.6,21,"CSN2",NA,NA
"IL5",2,21.8,16,27.1,11.2,"IL5",NA,NA
NA,67.9,59.9,19.7,85.3,74.3,NA,NA,NA
"GATA2",119.9,52.3,50.6,103.9,69.5,"GATA2",NA,NA
"CCL27",41.4,18,2.2,12,9,"CCL27",NA,NA
"PDS5B",138.2,125.1,138.2,145.2,121.9,"PDS5B",NA,NA
"PRKCB",27.8,30.7,30.5,28.3,23.7,"PRKCB",NA,NA
"UGT2A1 /// UGT2A2",18,0.9,5,16.6,5.7,"UGT2A1","UGT2A2",NA
"DNAH9",6.8,3.6,2,19.8,2.9,"DNAH9",NA,NA
NA,91.2,58.9,44.7,92.2,60.4,NA,NA,NA
"MYH11",2152.6,8493.5,8012.9,3437.1,5260.1,"MYH11",NA,NA
"CAPN11",47.1,8,33.5,18.6,23.8,"CAPN11",NA,NA
"KIF25-AS1",12.7,25.9,36.8,15.5,14.9,"KIF25-AS1",NA,NA
"IFNA4",85.4,32.6,42.4,56.4,46.7,"IFNA4",NA,NA
"NEUROG3",2.5,14.7,21,5.4,3.1,"NEUROG3",NA,NA
"GLG1",282.3,296.4,333.2,351.2,345.3,"GLG1",NA,NA
"VPS45",17.1,19.2,15.7,57.6,11.2,"VPS45",NA,NA
"MEF2C",61,69.7,95,95.2,71.7,"MEF2C",NA,NA
"ACRV1",109.2,58.9,49,124.5,62.7,"ACRV1",NA,NA
"CEP68",97,67.2,71.7,178.6,114.4,"CEP68",NA,NA
"GLRA1",21,27.7,10.1,16.9,12.7,"GLRA1",NA,NA
"ACRV1",78.4,42.5,23.7,78.2,60.6,"ACRV1",NA,NA
"SKP1",873,1058.5,1519.7,1084.5,902.7,"SKP1",NA,NA
"KLHL18",34.2,45.6,32.4,21.1,20.1,"KLHL18",NA,NA
"DPT",643.7,124.1,230.2,233.8,420.5,"DPT",NA,NA
"NR4A3",199.8,647.7,91.4,46.3,56.7,"NR4A3",NA,NA
"CD8B /// LOC100996919",36.2,6.7,10.9,28.1,22.7,"CD8B","LOC100996919",NA
"CITED2",481.2,256.3,404.7,352.2,424.4,"CITED2",NA,NA
"ESRRG",20.9,0.7,16.2,2.6,15.7,"ESRRG",NA,NA
"HIST1H1T",29.9,8.5,14.6,11.9,4.1,"HIST1H1T",NA,NA
"STAG2",233.1,318.9,227.7,164.9,140.2,"STAG2",NA,NA
"MPP2",155.6,93.7,128.3,131.6,140.1,"MPP2",NA,NA
NA,8.5,5.3,5.7,6.8,4.3,NA,NA,NA
"CYB561",78,68.7,74.2,118.1,55.6,"CYB561",NA,NA
"GNRH1",6.7,27.6,7,10.4,9.8,"GNRH1",NA,NA
"ARPC2",384.7,599.1,835.5,631.4,688.1,"ARPC2",NA,NA
"OPRM1",23.9,2,3.8,20.1,11.8,"OPRM1",NA,NA
"ACRV1",99.2,51.3,45.1,86.5,61.4,"ACRV1",NA,NA
"ACRV1",77.5,74.9,30.7,88.8,47.1,"ACRV1",NA,NA
"AMPD3",104,43,37.9,62.5,30.9,"AMPD3",NA,NA
"CHP1",14.3,63.7,36.2,26.4,27,"CHP1",NA,NA
"OPRM1",2.1,20.8,1.1,1.4,1.4,"OPRM1",NA,NA
"CLEC4M",55,24.2,24.2,51.8,29.8,"CLEC4M",NA,NA
"LDLRAD4",84.6,37,51.4,144.6,111.3,"LDLRAD4",NA,NA
"CACNA1D",56.8,80.6,37.1,49.6,20.3,"CACNA1D",NA,NA
"ADARB1",49.1,40.2,47.2,90.4,73.7,"ADARB1",NA,NA
"GML",84.8,26.3,31.7,78.3,44.7,"GML",NA,NA
"ACOT7",97.5,126.6,109.2,88.9,152.1,"ACOT7",NA,NA
"NFAT5",89.3,31.8,29.1,41.6,52.7,"NFAT5",NA,NA
"PROL1",46,11.3,34,52.1,58.2,"PROL1",NA,NA
"NTN1",29.7,12.4,14.2,35.2,16.3,"NTN1",NA,NA
"FOXI1",30,19.6,31.5,27,16.5,"FOXI1",NA,NA
NA,36.3,17.5,6.6,28.3,11.8,NA,NA,NA
"TBC1D29",26.8,13.4,31.9,56.4,51.4,"TBC1D29",NA,NA
"ARHGEF16",82.8,87,62.6,47.4,76.6,"ARHGEF16",NA,NA
"PTPN22",18.6,10.9,1.4,10.1,12.3,"PTPN22",NA,NA
"PTPN22",3.4,8.5,5.9,7.9,4.9,"PTPN22",NA,NA
"SP110",158.2,104.7,131.7,145.1,169.4,"SP110",NA,NA
"ACRV1",48.8,48.5,15.3,60.9,32.8,"ACRV1",NA,NA
NA,45.2,24.9,7.1,45.7,21.7,NA,NA,NA
"BC069804 /// SMAD1",62,50.9,44,82.5,70.2,"BC069804","SMAD1",NA
"AGTR1",40.5,23.7,26.9,29,34.9,"AGTR1",NA,NA
"MCF2",6.1,6.1,1.9,30.7,5.4,"MCF2",NA,NA
"HCK",54.4,47,59.5,84.3,105.1,"HCK",NA,NA
"ZNF157",4.7,14.1,1.4,6.5,2.8,"ZNF157",NA,NA
"CACNA1C",65.6,70.7,154,85.3,84.4,"CACNA1C",NA,NA
"RFC1",213.4,113.1,120.4,227.1,183.4,"RFC1",NA,NA
"CDC14B",52.9,38.2,19.2,27.6,55.8,"CDC14B",NA,NA
"TNFRSF4",33.6,21,15.5,47.7,27.8,"TNFRSF4",NA,NA
"DGCR6 /// DGCR6L",105,153.3,156.6,136.5,140.3,"DGCR6","DGCR6L",NA
"HMGA2",49.3,22,11.6,12.9,23.5,"HMGA2",NA,NA
"HIST1H4F /// HIST1H4G",5.8,8.2,22.5,16.9,15.6,"HIST1H4F","HIST1H4G",NA
"TLL2",2.8,11.4,7.7,20.9,7.8,"TLL2",NA,NA
"GPX5",4.1,4.1,7.8,28.1,4.5,"GPX5",NA,NA
"LAPTM4B",260.8,435.8,435.9,370.4,355.1,"LAPTM4B",NA,NA
"ADD1",205.3,208.9,357,197.8,240.2,"ADD1",NA,NA
"RFX2",92.8,103.3,84.5,81.3,60.8,"RFX2",NA,NA
"GRIA3",2,1.8,3.1,6.3,2.4,"GRIA3",NA,NA
"ZFHX3",116.5,121.4,128.7,70.1,87.9,"ZFHX3",NA,NA
"PROZ",50.8,23.7,10.3,56.3,29,"PROZ",NA,NA
"GRM6",104.5,46.9,36.4,90.8,100.9,"GRM6",NA,NA
"OPN1SW",9.6,7,36,4.8,4.5,"OPN1SW",NA,NA
"MADCAM1",51.6,87.6,54.7,51.2,47.7,"MADCAM1",NA,NA
"IL1RL2",3.7,8.7,7.8,6.3,7.8,"IL1RL2",NA,NA
NA,60,6.1,8.7,44.6,22.2,NA,NA,NA
"MYBPC3",25.1,11,13.5,23.1,33.6,"MYBPC3",NA,NA
"GRK1",13.6,6.4,5.3,6.6,21,"GRK1",NA,NA
"AGGF1",92.1,7.1,31.2,6.3,25.1,"AGGF1",NA,NA
NA,5.1,3.3,6.8,5.2,3.1,NA,NA,NA
"PPARD",34.7,66.7,3.6,46.1,22.3,"PPARD",NA,NA
NA,25.1,22.4,0.9,19.1,12.5,NA,NA,NA
"HIST1H4A",17.5,3.1,1.4,7.6,19.3,"HIST1H4A",NA,NA
"NAB1",47.6,37.1,18.1,33.3,28.5,"NAB1",NA,NA
"TACR1",30.4,36.8,25,44.6,24.5,"TACR1",NA,NA
"TACR1",5.5,9.4,14.3,6.8,12,"TACR1",NA,NA
"CASP2",74.6,77.4,43.3,76.5,18.7,"CASP2",NA,NA
"PAIP1",67.9,45.2,41.7,49.7,61.2,"PAIP1",NA,NA
"CEACAM3",116.8,41.6,83.9,106.4,94.5,"CEACAM3",NA,NA
"GUCY2F",2.5,17.4,1.3,2.5,4.8,"GUCY2F",NA,NA
"HERC4",11.2,11.4,9.4,15.7,11,"HERC4",NA,NA
"HERC4",27,35.7,42.2,57.1,30.7,"HERC4",NA,NA
"CBFA2T3",54.1,41,51.4,52.2,55.6,"CBFA2T3",NA,NA
"GLI2",36.7,5.2,21.6,3,25.1,"GLI2",NA,NA
"MGAT3",11.5,24,39.6,52.7,61.3,"MGAT3",NA,NA
"CCR8",42.2,9,14.2,32.5,12.3,"CCR8",NA,NA
"PAX7",4.1,29.9,6.9,4.9,9.7,"PAX7",NA,NA
NA,2,4.3,19.6,17.8,14.1,NA,NA,NA
"NRG2",4,3.1,1.5,9.2,1.5,"NRG2",NA,NA
"CAPN9",8.3,23.1,1.6,9.9,9.7,"CAPN9",NA,NA
"ST8SIA3",29.1,25.6,26.3,17.1,3.1,"ST8SIA3",NA,NA
"ST8SIA3",1.4,0.8,4.6,0.9,3.3,"ST8SIA3",NA,NA
"GTF2B",248.1,227.2,164,155.2,129,"GTF2B",NA,NA
"UTY",100.6,5,15.3,45.5,33,"UTY",NA,NA
"CSH1 /// CSHL1 /// GH1 /// GH2",5.8,5.2,5.1,5.2,7,"CSH1","CSHL1","GH1"
"CSH1 /// CSHL1 /// GH1 /// GH2",3.2,2.1,2.2,5.3,3.8,"CSH1","CSHL1","GH1"
"REV3L",310.2,637.3,698.5,774.4,506.3,"REV3L",NA,NA
"LAIR1",5.1,5.5,13.9,18,27.5,"LAIR1",NA,NA
"DGKD",110.7,173.3,88.1,84.9,92.9,"DGKD",NA,NA
"TTC3 /// TTC3P1",696.1,784.7,910.8,717.1,851.6,"TTC3","TTC3P1",NA
"AP2S1",171.8,159.8,250.1,179.7,248.7,"AP2S1",NA,NA
"CCL7",30.6,3.2,5.3,6.7,20,"CCL7",NA,NA
"HIST1H4D",40.4,33.6,18.9,41.6,19,"HIST1H4D",NA,NA
"C9orf38",38.4,25.3,22.3,17.6,22.8,"C9orf38",NA,NA
"SIK1",579.5,512,276.7,152,110.7,"SIK1",NA,NA
"AURKA",5.6,3.1,4.2,17.4,12.7,"AURKA",NA,NA
"AURKA",31.4,1.8,2.6,5.8,15.8,"AURKA",NA,NA
"ZNF442",36.4,33.8,26.5,28.8,9.8,"ZNF442",NA,NA
