"Gene.Symbol","GSM9093","GSM9094","GSM9095","GSM9096","GSM9097","first","second","third"
NA,20,19.6,1.8,3.2,7.5,NA,NA,NA
"NFATC1",85.8,86,97.7,110.4,145.9,"NFATC1",NA,NA
"CXCL11",9.3,6.1,0.4,1.7,1.1,"CXCL11",NA,NA
"GZMB",2.9,38.9,8.3,10.9,35.9,"GZMB",NA,NA
"DNASE1",2,3.1,2.2,3.3,2.6,"DNASE1",NA,NA
"TLR5",41.3,54.3,66.1,52.2,53.2,"TLR5",NA,NA
"TEF",28.5,41.6,34.3,50.5,33.1,"TEF",NA,NA
"C6",11.6,20.1,78.7,28.5,54.4,"C6",NA,NA
"SEC14L5",27.6,50.6,54.2,59.3,63.7,"SEC14L5",NA,NA
"PDLIM3",79.1,177.9,387.9,201.8,239.5,"PDLIM3",NA,NA
"CREM",2.5,3.7,2.6,2.3,3.9,"CREM",NA,NA
"SF1",37.8,133.6,66.9,204.5,227.5,"SF1",NA,NA
"PTPRJ",6.3,4.6,3.5,4.2,1.4,"PTPRJ",NA,NA
"NR5A2",29,55.1,45.4,75.6,50.5,"NR5A2",NA,NA
"GCFC2",8.4,28.1,14.2,22.5,16.9,"GCFC2",NA,NA
"TLR1",48.5,66.8,50.8,31.4,20.8,"TLR1",NA,NA
"TRIM15",4.7,8.8,3.3,6.6,7.6,"TRIM15",NA,NA
"SRSF10",139.6,105.1,101.9,83.5,56.1,"SRSF10",NA,NA
"KCNJ13",3,21.7,21.1,39.6,39.2,"KCNJ13",NA,NA
"TRA2B",34,43.5,25.5,3.9,7.6,"TRA2B",NA,NA
"CABP1",4.9,3.9,4.3,2.8,2.5,"CABP1",NA,NA
"CORT",29,57.1,25.5,20.7,20.5,"CORT",NA,NA
"PNN",1387,706.8,974,1110.2,1551.3,"PNN",NA,NA
"ITGAX",5.1,10.4,6.9,5.6,5.4,"ITGAX",NA,NA
"CACNB1",47.5,81.2,87.3,112,80.1,"CACNB1",NA,NA
"FKBP1A /// LOC101929368",257.4,146,184,186.5,144.7,"FKBP1A","LOC101929368",NA
"FKBP1A /// LOC101929368",38,34.5,34.8,9.6,23.9,"FKBP1A","LOC101929368",NA
"GABPA",5.8,3.9,12.9,6.1,5.8,"GABPA",NA,NA
"HSPA1L",27.5,20.9,9.4,21.1,33.7,"HSPA1L",NA,NA
"STX11",2.9,2,1.2,1.5,1.2,"STX11",NA,NA
"PHTF1",51.4,75.1,82.3,80.2,60.9,"PHTF1",NA,NA
"ATP8A1",2.6,23.8,13.2,15.3,23.2,"ATP8A1",NA,NA
"MOBP",35.1,29.3,24.5,39.4,26.4,"MOBP",NA,NA
"PLA2R1",5.3,3.3,0.8,1.6,1.1,"PLA2R1",NA,NA
"PSG1",7.5,77.9,23.8,16.4,23.2,"PSG1",NA,NA
"PSG1",11.8,6.7,4.6,1,1.1,"PSG1",NA,NA
"ITPK1",74.5,88.7,75.4,63.9,48.6,"ITPK1",NA,NA
"PLP1",465.5,381.5,899.7,633.8,451.5,"PLP1",NA,NA
"CRYAA",4.1,24.2,4.2,7.4,30.1,"CRYAA",NA,NA
"WWP2",63,103.1,102.8,91,91.3,"WWP2",NA,NA
"BIN1",224.9,429.1,384.8,286.8,344.9,"BIN1",NA,NA
"BIN1",127.4,126,139.4,58.9,106.3,"BIN1",NA,NA
"CNOT4",6.5,25.6,32.8,19.6,27.9,"CNOT4",NA,NA
"CNOT4",34.1,31.5,30.9,50.9,24.4,"CNOT4",NA,NA
"B3GALT4",75,85,22.4,22.7,85.9,"B3GALT4",NA,NA
"DDX11",20.7,2.7,30.9,17.3,21.8,"DDX11",NA,NA
"BAG6",526.1,358.9,323.8,345.6,409.9,"BAG6",NA,NA
"MPZL1",57.3,106,116.4,135.3,128.6,"MPZL1",NA,NA
"HSP90AA1",802.9,1076.1,1342.6,1108.4,914,"HSP90AA1",NA,NA
"CMC4",190.2,131,90.7,122.1,139.7,"CMC4",NA,NA
"EIF6",369.4,436.1,432.9,337.4,411.7,"EIF6",NA,NA
"BMPR2",48.2,65.9,50.7,48.5,47.3,"BMPR2",NA,NA
"TFR2",34.2,2.8,4.5,5.9,14.9,"TFR2",NA,NA
"RAD1",121.7,103.3,98.2,135.9,126.9,"RAD1",NA,NA
"SP100",27.6,8.9,16.3,3.8,5.4,"SP100",NA,NA
"SP100",19.2,20.5,13,41.4,32.2,"SP100",NA,NA
"FZD2",81.6,52.2,40.8,101.8,111.5,"FZD2",NA,NA
"CHRNA3",22.5,58.1,35.1,26.1,38.5,"CHRNA3",NA,NA
"RTN1",18.3,17.9,37.4,72,32.8,"RTN1",NA,NA
"MR1",73.8,76,63.8,83.8,121,"MR1",NA,NA
"MR1",41.5,79.1,75.8,69.4,106.3,"MR1",NA,NA
"LILRB3",39,10.5,5.9,8.3,9.5,"LILRB3",NA,NA
"NR4A1",44.1,51.8,43.3,81.6,48.3,"NR4A1",NA,NA
"DLGAP2",16.5,29.8,23.9,10.5,30.9,"DLGAP2",NA,NA
"CSF2",10.9,5.4,36.8,23.9,10.5,"CSF2",NA,NA
"CSF2",3.7,17.6,6.1,5.5,6.1,"CSF2",NA,NA
NA,174.8,133.1,117.2,294.8,339.7,NA,NA,NA
"SET",897.9,1128.9,1338.2,933.7,1255,"SET",NA,NA
"CDC42",33.9,68.8,56.8,66,44.9,"CDC42",NA,NA
"IL1RAP",4.4,7.4,2,1.1,10.7,"IL1RAP",NA,NA
"GRM4",29.7,102.9,104.3,101.6,111.5,"GRM4",NA,NA
"PPFIA1",103.8,71.6,46.8,43.5,42.9,"PPFIA1",NA,NA
"PPFIA1",17.7,27.4,22,26.9,19.4,"PPFIA1",NA,NA
"ARTN",8.3,10.2,6.8,10.8,15.3,"ARTN",NA,NA
"IRX5",13.6,2.6,6.4,12.2,11.1,"IRX5",NA,NA
"CDKN2D",5.2,11.8,18,24.5,30.2,"CDKN2D",NA,NA
"TP53TG1",79.7,72.6,48.8,81.3,110.8,"TP53TG1",NA,NA
"ST20",63.8,65,49.8,52.2,89.7,"ST20",NA,NA
"B4GALT3",94.9,93.6,98.7,81.4,100.4,"B4GALT3",NA,NA
"CAMP",7.9,10.1,26.6,7.5,8.8,"CAMP",NA,NA
"ABCC8",2,2.6,3.6,3.5,3,"ABCC8",NA,NA
"ABCC8",5.7,12.4,8.8,11.9,10.3,"ABCC8",NA,NA
"SYN2",77.2,99.7,106.2,123.1,100.5,"SYN2",NA,NA
"WNT7A",3.5,7.6,21.1,41,59.2,"WNT7A",NA,NA
"NCOA1",199.6,296.6,350.7,344.8,388.4,"NCOA1",NA,NA
"ADSL",256.1,353.9,385.9,296.4,289.1,"ADSL",NA,NA
"RUFY3",51.5,47.9,30.9,34.1,21.5,"RUFY3",NA,NA
"MADD",107,111.5,102,90.7,124,"MADD",NA,NA
"HTATIP2",12.9,10.6,11.4,11.2,8.2,"HTATIP2",NA,NA
"MS4A3",2.7,5.2,5.1,18.9,10.1,"MS4A3",NA,NA
"RAD51B",350.5,229.5,308.5,310.4,281.6,"RAD51B",NA,NA
"PIP5K1A",8.1,9.4,2.9,3.5,4.5,"PIP5K1A",NA,NA
"CUL4B",74.1,53.8,48.6,66.7,48.1,"CUL4B",NA,NA
"RGS13",5.5,14.3,11.3,8.8,1.5,"RGS13",NA,NA
"DLX4",32.2,46.1,32.8,37.2,16.9,"DLX4",NA,NA
"TNFAIP8",75.9,100.1,106.2,70.8,102.4,"TNFAIP8",NA,NA
"KCNK2",19.6,2.7,3.9,16.2,9.7,"KCNK2",NA,NA
"CRISP2",14.9,3.6,4,13.1,27.6,"CRISP2",NA,NA
"KCNF1",12.1,10.7,6.5,35.4,9.2,"KCNF1",NA,NA
"GPR35",44,69.3,69.3,87.7,91.7,"GPR35",NA,NA
"POU5F1P3",1.9,7.5,17.6,7.3,6.6,"POU5F1P3",NA,NA
"TRIM33",261.6,373.4,433.6,347.4,205.5,"TRIM33",NA,NA
"NIPAL3",1.4,6.2,6.5,4.4,18.7,"NIPAL3",NA,NA
"NFX1",17,21,29.9,36.9,35.2,"NFX1",NA,NA
"AKAP17A",69.7,69.9,88,93.9,58.4,"AKAP17A",NA,NA
"RGS6",6,12.9,4.7,37.8,9.6,"RGS6",NA,NA
"NEUROD2",50,41.7,71.9,71.5,80.7,"NEUROD2",NA,NA
"CYP2B7P",5.1,10.8,6.1,7.9,33.6,"CYP2B7P",NA,NA
"PCDH7",224,115.8,97.6,245.5,216.3,"PCDH7",NA,NA
"MAGEA8",12.2,63.8,24.5,20.3,31.7,"MAGEA8",NA,NA
"ZFAND5",1497.1,922.9,1204.5,898.9,623.7,"ZFAND5",NA,NA
"NOL12 /// TRIOBP",801.3,430.3,340,433.8,460,"NOL12","TRIOBP",NA
"AP4S1",49.7,35.8,46.7,30,36.1,"AP4S1",NA,NA
"AP4S1",59.7,35.5,44.1,18.1,29.9,"AP4S1",NA,NA
"GPR18",1.1,12,2.9,2.8,2,"GPR18",NA,NA
"MPZ",35.8,20.9,44.8,13.4,52.9,"MPZ",NA,NA
"ZMYM2",8.2,104.4,41.1,38,5.9,"ZMYM2",NA,NA
"ZMYM2",13.2,33.7,28.3,23,29.8,"ZMYM2",NA,NA
"PAIP1",118.3,218.1,196.4,213.6,188,"PAIP1",NA,NA
"TAB2",223.4,142.1,200,135.4,87.3,"TAB2",NA,NA
"WTAP",265.3,138.7,144,132.7,67.1,"WTAP",NA,NA
"SLC4A7",11.6,9.3,18,10.6,23,"SLC4A7",NA,NA
"FLT1",2.2,5.5,4.4,7.7,3.1,"FLT1",NA,NA
"KLRG1",67,115,82.3,77.3,64,"KLRG1",NA,NA
"NAT8 /// NAT8B",13.1,4.4,4,4,2.6,"NAT8","NAT8B",NA
"ZNF174",38.6,39.1,22.6,22.8,29,"ZNF174",NA,NA
"ZNF174",11.8,18.6,6,27.6,9.4,"ZNF174",NA,NA
"PCDH11X /// PCDH11Y",14.1,39.7,36.1,32.5,28.3,"PCDH11X","PCDH11Y",NA
"SEC23B",31.2,77.7,80.1,58.4,46.6,"SEC23B",NA,NA
"TAPBP",22.1,9.7,10.6,12.3,10.3,"TAPBP",NA,NA
"MAGEA10",1.7,6.8,4.8,5.2,4.9,"MAGEA10",NA,NA
"PEX2",265.1,171.5,233.1,151.4,118.4,"PEX2",NA,NA
"MSMB",18.4,3.1,2.5,3.7,20.3,"MSMB",NA,NA
"FHL1",1799.3,1862.2,2264.2,1435,697.3,"FHL1",NA,NA
"FHL1",626.2,1549.6,1875.4,1429.5,1274.5,"FHL1",NA,NA
"REM1",130.1,88.9,71,129.9,134.8,"REM1",NA,NA
"XDH",44.1,113,94.1,88,89,"XDH",NA,NA
"MAB21L2",11.5,46.9,37.8,31.9,41.1,"MAB21L2",NA,NA
"MAB21L2",9.5,5.8,7.1,7.2,9.2,"MAB21L2",NA,NA
"PDE6B",4.6,3.7,5.5,6.2,6.3,"PDE6B",NA,NA
"PDE4DIP",9.8,6.7,4.6,4.6,3.4,"PDE4DIP",NA,NA
"L3MBTL1",17.6,65,38.4,35.3,39.8,"L3MBTL1",NA,NA
"KLHL25",69.9,76,67.9,124,117.6,"KLHL25",NA,NA
"RECQL5",9,11.5,5,8.7,24.4,"RECQL5",NA,NA
"FGF5",2.8,7.1,4.6,3.3,7.8,"FGF5",NA,NA
"FGF5",11,26.4,29,46.4,35.6,"FGF5",NA,NA
"IFT20",422,238,310.6,340.2,350.2,"IFT20",NA,NA
"LILRA4",5.5,7.7,3.7,6.6,33.7,"LILRA4",NA,NA
"TNFSF13",143.6,95.4,41.1,56.9,76.4,"TNFSF13",NA,NA
"SYN2",2.7,3.6,12,6.6,3.7,"SYN2",NA,NA
"FLT4",9.8,19,12.3,4.6,14.2,"FLT4",NA,NA
"YWHAE",167.4,127.9,196,115,111.8,"YWHAE",NA,NA
"RBP3",6.9,13.3,5.1,5.4,16.3,"RBP3",NA,NA
"MSX2",24.6,34.2,22.5,26.8,63.9,"MSX2",NA,NA
"DDX52",49.9,69.1,74.2,78.5,55.3,"DDX52",NA,NA
"GZMH",3.6,15,5.3,7,3,"GZMH",NA,NA
"UTY",12.4,96.3,46.2,53.2,52.8,"UTY",NA,NA
"TEKT2",7.5,8.5,1.3,7.3,25.8,"TEKT2",NA,NA
"C8G",1.4,3.3,3.1,2.3,2.3,"C8G",NA,NA
"CD1A",26.4,103.8,56.6,52.7,55.3,"CD1A",NA,NA
"AGXT",2.5,15.8,4.6,6.1,7.9,"AGXT",NA,NA
"AGXT",1.3,2.5,1.8,1.3,1.7,"AGXT",NA,NA
"GNMT",9.4,25.9,7.7,7.7,3.1,"GNMT",NA,NA
"SGCD",32.2,34.7,11.8,38.4,48.4,"SGCD",NA,NA
"SGCD",31.6,44.1,35.6,41.7,58.5,"SGCD",NA,NA
"HECW1",28.3,67.4,47.3,29.4,68.9,"HECW1",NA,NA
"ACHE",9.1,5.5,9.7,6.2,10.9,"ACHE",NA,NA
"NR5A1",5.5,4.3,16.1,24.6,10.4,"NR5A1",NA,NA
"BIRC5",16.3,60.3,48.3,73.6,62.4,"BIRC5",NA,NA
"RASSF9",13.9,34,5.2,16.1,31.6,"RASSF9",NA,NA
"MZF1",96.8,125.5,106.2,129.9,170.9,"MZF1",NA,NA
"ACLY",234.3,77.7,75.3,53.2,13.2,"ACLY",NA,NA
"HSPA8 /// SNORD14C /// SNORD14D",3941.2,2024.8,1884.8,1799.8,1442.7,"HSPA8","SNORD14C","SNORD14D"
"KLK2",9,34.4,11.3,8.1,13.3,"KLK2",NA,NA
"CSF2RA",0.9,18.1,5.3,16.6,5.5,"CSF2RA",NA,NA
"MYT1",5.3,5.8,6.5,4,2.5,"MYT1",NA,NA
"TPO",16,2.9,1.5,6.7,26.5,"TPO",NA,NA
"SLC22A6",3.6,14.1,2.2,7.3,23,"SLC22A6",NA,NA
"OSBPL7",2.2,3.5,1.9,3.6,3.4,"OSBPL7",NA,NA
"DNAH9",4,25.3,29.7,16.6,26.2,"DNAH9",NA,NA
"CLK4",102,131.4,134,130.4,103.1,"CLK4",NA,NA
"BCL11A",33.6,73,55.9,69.7,52.4,"BCL11A",NA,NA
"4-Sep",5.7,12,12.9,7.7,23.5,"4-Sep",NA,NA
"CAMK4",23,21.7,37.3,25.5,43,"CAMK4",NA,NA
"ING1",28.2,5.9,12.1,1.4,3.7,"ING1",NA,NA
"BRD8",3.8,21.3,7,2.8,10,"BRD8",NA,NA
"SLC6A2",0.9,6,1.6,3.3,7.1,"SLC6A2",NA,NA
"IFNG",15.9,31.1,49.4,27.7,42.7,"IFNG",NA,NA
"PTHLH",21.2,45.3,13.6,31.2,26.8,"PTHLH",NA,NA
"MS4A1",32.3,33.8,53.6,43.7,51.2,"MS4A1",NA,NA
"SMOX",109.5,53.4,44.7,100.3,95.6,"SMOX",NA,NA
"GATA2",32.9,91.9,60,77.7,110,"GATA2",NA,NA
"MTSS1",33.7,22.2,10.7,6.3,4.2,"MTSS1",NA,NA
"MTSS1",31.1,20.3,30.8,33.5,27.9,"MTSS1",NA,NA
"ELF2",29,51.7,77.6,70.4,63.4,"ELF2",NA,NA
"PML",53.5,7.8,6.7,12.3,1.9,"PML",NA,NA
"SCN2B",4.3,3.9,3.7,3.2,3.1,"SCN2B",NA,NA
"SCN2B",10.3,6.9,11.1,13.4,21.3,"SCN2B",NA,NA
"LOC100506403 /// LOC101928269 /// RUNX1",24.4,41.4,23.4,33.2,62.8,"LOC100506403","LOC101928269","RUNX1"
"SLCO1B1",4.3,1.5,1.4,13.6,3.6,"SLCO1B1",NA,NA
"PTGES",28.2,59.4,72.4,73.5,93.9,"PTGES",NA,NA
"PCDHGA8",26.5,20.2,23.7,24.3,14.7,"PCDHGA8",NA,NA
"SWAP70",42.1,90,47.9,89.6,72.8,"SWAP70",NA,NA
"LY9",1.3,27.7,8.9,7.4,35.2,"LY9",NA,NA
"RBBP4",221.1,266.4,306.7,239.7,149.9,"RBBP4",NA,NA
"TPD52L1",249.7,61,54.8,85.1,69.1,"TPD52L1",NA,NA
"NPRL2",8.8,24.4,23.1,43.5,8.6,"NPRL2",NA,NA
"PTGER3",117.2,192.5,329.9,121.7,95,"PTGER3",NA,NA
"PTGER3",41.4,40.3,90.6,54.3,41.6,"PTGER3",NA,NA
"ELK1",45.4,95.8,96.1,65.9,103.1,"ELK1",NA,NA
"ACSM3",2,27.8,28.1,5,48.1,"ACSM3",NA,NA
"SSNA1",118.2,133.4,124.3,145.5,126.8,"SSNA1",NA,NA
"TLK1",4.2,23.8,14,2.8,1.2,"TLK1",NA,NA
"CACNA1G",28.2,22.8,11.4,45.4,51,"CACNA1G",NA,NA
"CCKBR",36.2,41.5,48.5,53.3,65.3,"CCKBR",NA,NA
"SCTR",8.7,39.7,5.9,17.3,5.3,"SCTR",NA,NA
"SCN1A",3.1,6.3,1.1,12,0.9,"SCN1A",NA,NA
"PRMT2",4.9,14.6,7.9,12.7,4.3,"PRMT2",NA,NA
"ERAP1",35.5,60.7,29.1,33.9,41.3,"ERAP1",NA,NA
"MTX1",223,166.1,134.8,187.1,278.6,"MTX1",NA,NA
"HIST1H2BG /// HIST1H2BJ",10.4,4.3,13.9,11,23.2,"HIST1H2BG","HIST1H2BJ",NA
"PLCB2",6.6,16.7,4.6,13.2,10.5,"PLCB2",NA,NA
"TUBD1",51.4,53.6,73.8,71.3,75.3,"TUBD1",NA,NA
"CCL15 /// CCL15-CCL14",7.4,2.2,3.9,14.3,23.4,"CCL15","CCL15-CCL14",NA
"NR6A1",4.2,9.4,7.1,5.1,6.6,"NR6A1",NA,NA
"NR6A1",27.3,14.3,49.5,8.9,33.2,"NR6A1",NA,NA
"LGR5",19.3,39.6,4.8,40.8,5.3,"LGR5",NA,NA
"SSX4 /// SSX4B",20.7,23.8,25.5,59.8,43.4,"SSX4","SSX4B",NA
"MYL4",72.2,108.6,91.8,74,96.7,"MYL4",NA,NA
"BOLA2 /// SMG1P2 /// SMG1P5",102.3,79.9,103.9,141,160.4,"BOLA2","SMG1P2","SMG1P5"
"DEFB1",13.9,15.2,22.6,36.1,63.3,"DEFB1",NA,NA
"FUT6",1,3.1,1.4,2.2,1.4,"FUT6",NA,NA
"FUT6",10.3,35.7,60,75.1,24.7,"FUT6",NA,NA
"GRIN2C",1.6,8.9,2.7,10.5,7.6,"GRIN2C",NA,NA
"P2RX1",66.4,143.2,62.3,149.6,127.5,"P2RX1",NA,NA
"KCNJ1",3.4,6.4,9.5,14.8,4.2,"KCNJ1",NA,NA
"KCNJ1",0.9,12.8,10.8,5.5,4.8,"KCNJ1",NA,NA
"CAMK2B",6.6,10.5,7.3,27.6,48.2,"CAMK2B",NA,NA
"TNFRSF10B",55,39.8,11.5,10.8,13.9,"TNFRSF10B",NA,NA
"RAB6A /// RAB6C /// WTH3DI",498.5,398,469.2,492.9,343,"RAB6A","RAB6C","WTH3DI"
"PPM1A",21.4,81.7,74.1,36.5,49,"PPM1A",NA,NA
"CPNE6",2.9,7.4,4.5,10.2,2.6,"CPNE6",NA,NA
"MLLT4-AS1",10.4,25.7,3.7,14.1,29.9,"MLLT4-AS1",NA,NA
"MSH5 /// MSH5-SAPCD1 /// SAPCD1",42.3,5,42,25.7,23.1,"MSH5","MSH5-SAPCD1","SAPCD1"
"GRIN2B",3.3,7.6,6.2,6.9,19.3,"GRIN2B",NA,NA
"GRIN2B",32.6,32.1,45.4,47.4,48,"GRIN2B",NA,NA
"SERPINB3 /// SERPINB4",26.1,45.2,42.4,48.5,33.3,"SERPINB3","SERPINB4",NA
"FLRT1",15,85.5,53.8,53.2,90.4,"FLRT1",NA,NA
"ODF2",6.5,7.1,3.2,8.3,2.2,"ODF2",NA,NA
"CHEK2",20.2,26.1,45.9,58.8,81.4,"CHEK2",NA,NA
"PI4KB",285.9,334.8,267.7,299.1,324.3,"PI4KB",NA,NA
"IDH3B",265.3,331.1,319.8,277.6,315.4,"IDH3B",NA,NA
"BARX2",12,14.4,7.9,20.6,10,"BARX2",NA,NA
"SLC24A1",36.8,34.9,28.2,15.9,23.7,"SLC24A1",NA,NA
"SLC24A1",2.1,4.6,2.1,4,2.9,"SLC24A1",NA,NA
"SLC11A1",15.9,47.3,78.9,71.9,73.8,"SLC11A1",NA,NA
"SLC11A1",40.8,65.1,40.9,61.1,67.8,"SLC11A1",NA,NA
"GOLGA8A /// GOLGA8B /// LOC101930583",119.4,98.1,88.6,90.8,66.4,"GOLGA8A","GOLGA8B","LOC101930583"
"GOLGA8A /// GOLGA8B /// LOC101930583",626.7,412,636.9,261.1,169,"GOLGA8A","GOLGA8B","LOC101930583"
"RORA",27.8,46.3,22.7,18.5,42,"RORA",NA,NA
"ANXA2",1736,1133.4,961.8,1019.7,1406.9,"ANXA2",NA,NA
"HGS",321.1,204.7,193.7,221.5,239.7,"HGS",NA,NA
"RHD",7.1,24.9,9.7,13,4.6,"RHD",NA,NA
"RHD",10.4,9.2,10,10,10.3,"RHD",NA,NA
"ALPPL2",4.8,25.3,6.2,6.2,14.9,"ALPPL2",NA,NA
"SCN3A",18.1,17.8,13.4,20.9,22.5,"SCN3A",NA,NA
"POFUT1",5.3,9.7,2.9,12.4,2,"POFUT1",NA,NA
"JTB",808,896.9,816,845.1,972.4,"JTB",NA,NA
"ARL17A /// ARL17B",22.2,6.1,18.2,20.8,5.4,"ARL17A","ARL17B",NA
"CCT8",25.3,46.3,41.3,48.2,41.3,"CCT8",NA,NA
"MAGEA9 /// MAGEA9B",4.1,9.5,2.4,10.1,11.2,"MAGEA9","MAGEA9B",NA
"TROVE2",496.1,629.8,758.3,647.8,670.7,"TROVE2",NA,NA
"ICOS",1.7,3.3,1.4,4.6,2,"ICOS",NA,NA
"CDC14A",25.3,17.8,42.1,25.1,29.6,"CDC14A",NA,NA
"CDC14A",27.3,11.8,5.6,35.9,9.7,"CDC14A",NA,NA
"IL1RL1",7.1,13,9.6,10.3,11.7,"IL1RL1",NA,NA
"OGFR",140,85.5,92.2,102.6,168.6,"OGFR",NA,NA
"NPY6R",7.6,75.1,41.3,103.8,39.9,"NPY6R",NA,NA
"FABP6",2.3,2.7,4.8,2,1.7,"FABP6",NA,NA
"GATA1",17.4,53.2,29.1,54.3,8.6,"GATA1",NA,NA
"GLUD2",1.7,15.1,11.8,12.1,3.3,"GLUD2",NA,NA
"P2RX5",1.7,9.7,5.7,9.1,4.8,"P2RX5",NA,NA
"MAPK14",89.5,77.8,67.2,84,65.5,"MAPK14",NA,NA
"IGHV5-78",13.6,4,0.9,13.2,2.6,"IGHV5-78",NA,NA
"PKLR",2.1,9.2,5.5,6.1,5.1,"PKLR",NA,NA
"CYP4F2",6.1,8.2,6.8,11.6,8.8,"CYP4F2",NA,NA
"ATP5L",1729.7,1166.3,1324.4,1406.7,1316.6,"ATP5L",NA,NA
"KCNJ6",19,10.9,15.4,6.5,10.2,"KCNJ6",NA,NA
"R3HCC1L",20.4,20,17.8,3.3,26.5,"R3HCC1L",NA,NA
"PCYT1B",15.8,37.1,6.3,18.3,16,"PCYT1B",NA,NA
"HMGA1",11.2,10.5,5.2,5.3,33.5,"HMGA1",NA,NA
"TANK",23.7,15.5,18.6,8.6,0.6,"TANK",NA,NA
"PSMD4",4.6,5,3.9,2.8,4.8,"PSMD4",NA,NA
"PSMD4",384.1,353,376.4,324.9,467.7,"PSMD4",NA,NA
"ABLIM1",20.2,54.6,33.3,17.7,8.5,"ABLIM1",NA,NA
"BLZF1",2.3,2.3,1.4,2.8,2.8,"BLZF1",NA,NA
"TRMT1",55,20.7,66.5,56.9,95.9,"TRMT1",NA,NA
"LINC00588",1.1,29.1,4.6,12.5,3.4,"LINC00588",NA,NA
"SNAPC3",68.9,50.7,66.8,57,19.5,"SNAPC3",NA,NA
"SERBP1",356.2,217.1,231.9,181.8,202.6,"SERBP1",NA,NA
"MAGEA12",21.9,35.1,18.4,29.1,25.9,"MAGEA12",NA,NA
"DLG5",70.6,58.5,65,89.3,101.3,"DLG5",NA,NA
"NONO",1228.7,409.8,456.6,371.9,370.6,"NONO",NA,NA
"KCNAB1",46.7,44.4,82.7,38.3,63.1,"KCNAB1",NA,NA
"MT1G",9.4,25.2,35.5,24.1,15,"MT1G",NA,NA
"GPR125",97.3,106.8,139.2,110.3,128.7,"GPR125",NA,NA
"CDK11A /// CDK11B",61,12.7,16.7,31.4,25.4,"CDK11A","CDK11B",NA
"POU3F1",19.4,10.7,16.5,7.6,6.4,"POU3F1",NA,NA
"PRLR",40.2,5,33.7,10.6,8.1,"PRLR",NA,NA
"MAPK8",41.7,51.5,18.1,55.1,55.1,"MAPK8",NA,NA
"RORA",17.4,56,19.5,15.9,29.9,"RORA",NA,NA
"MYO6",8.3,3.9,2.1,2.4,2.8,"MYO6",NA,NA
"CLEC4M",2.7,7.1,6.9,5.4,7.2,"CLEC4M",NA,NA
"MAP2K5",18,25.3,10,11.5,22.5,"MAP2K5",NA,NA
"LOC254896 /// TNFRSF10C",8.8,25.4,15.7,6.3,7.2,"LOC254896","TNFRSF10C",NA
"LOC254896 /// TNFRSF10C",7.8,4.5,6.7,4.1,11.6,"LOC254896","TNFRSF10C",NA
"ANKMY1",5.4,27.2,26.5,42,8.4,"ANKMY1",NA,NA
"DNTT",4.3,7.1,12.6,5.2,3.7,"DNTT",NA,NA
NA,15.8,11.7,5.9,19.8,20.5,NA,NA,NA
"LOC101928198 /// MFAP3L",1,6.1,6.9,10.3,13.2,"LOC101928198","MFAP3L",NA
"LOC101928198 /// MFAP3L",7.3,6,29.1,12,16.7,"LOC101928198","MFAP3L",NA
"FN1",5924.7,5598.4,5907.3,4208.1,4312.7,"FN1",NA,NA
"NAG18",5.5,2.8,1.9,1.6,2.5,"NAG18",NA,NA
"SSX2 /// SSX2B",34.7,7.8,4.6,8.6,7.5,"SSX2","SSX2B",NA
"CLTC",1.6,1,12.2,4.7,3.6,"CLTC",NA,NA
"PQBP1",48.2,43.5,55.4,55.3,61.7,"PQBP1",NA,NA
NA,2.2,15.5,28.7,14.2,37.5,NA,NA,NA
"EIF3K",944.5,744.5,789.3,792,993.5,"EIF3K",NA,NA
"PPIE",103.9,119.9,204.9,155.6,174,"PPIE",NA,NA
"MAGEA11",2.9,2.8,2.3,1.4,2.9,"MAGEA11",NA,NA
"KLF1",31.1,34.2,21.6,34.5,36.6,"KLF1",NA,NA
"ADH7",28.6,54.3,31.4,32.9,30.3,"ADH7",NA,NA
"FUT7",3.6,6,4.7,5.4,2.9,"FUT7",NA,NA
"AVIL",9.2,7.4,4.2,5,4.2,"AVIL",NA,NA
"KCNQ2",58.5,10,28.7,56.1,39,"KCNQ2",NA,NA
"NRP1",48,10.2,5.9,37.5,11.5,"NRP1",NA,NA
"INHBA",627.4,143.2,145.1,165,295.8,"INHBA",NA,NA
"VEGFA",563.2,320.8,597,513.9,374.6,"VEGFA",NA,NA
"VEGFA",295.5,109.4,115.7,148.5,91.5,"VEGFA",NA,NA
"HLA-G",943.2,755.4,780,802.7,987.4,"HLA-G",NA,NA
"HNF1A",3,8.7,8,6.6,17,"HNF1A",NA,NA
"FAM120A",14.9,18.3,14,4.1,15.2,"FAM120A",NA,NA
"AKAP12",384.5,595.8,408.6,592.5,627,"AKAP12",NA,NA
"CDH8",12.1,71.3,46.4,58.4,43.5,"CDH8",NA,NA
"NQO1",88.8,136.8,113.5,60.8,84.3,"NQO1",NA,NA
NA,2.8,7.3,2,19.9,3,NA,NA,NA
"FETUB",1,1.5,1.5,17.6,2.8,"FETUB",NA,NA
"BMPR1B",6.8,10.8,6.3,9.6,6.3,"BMPR1B",NA,NA
NA,129.7,206.1,183,154.2,145.1,NA,NA,NA
"EFCAB11",13.2,8.5,8.6,2.1,5.1,"EFCAB11",NA,NA
"TUBA3C /// TUBA3D",414.1,274.4,315.8,398,568.4,"TUBA3C","TUBA3D",NA
